,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2017-05-05 00:01:00,0.7369,32.4,1.2928,367.25,1841.0,0.72585,78.91,2380.0,1.10065,118.15625,156.55,76.375,0.0089225,135.35,443.25,130.175,1849.7,968.9,19485.0,19500.0,5613.75,1383.5,972.25,15.4,1.0165,317.6,134.78125,108.2421875,125.265625,161.78125,151.9375,11.95,436.25,20817.0,160.97,131.51,167.06,44.25,47.15,3570.0,112.165,15.2,417.0,1.4204,1.476,1962.0,149.94,47.16,1408.0,44.25,1228.8,2.5065,1.3885,3.196,904.4,1.4581,16.315,442.6
2017-05-05 00:02:00,0.737,32.4,1.2927,367.25,1841.0,0.7259,78.91,2380.0,1.10065,118.15625,156.55,76.375,0.008923,135.35,443.25,130.175,1849.7,968.9,19485.0,19500.0,5614.25,1383.5,972.25,15.4,1.0165,317.6,134.78125,108.2421875,125.265625,161.78125,151.9375,11.95,436.25,20820.0,160.97,131.51,167.06,44.26,47.16,3570.0,112.165,15.2,417.0,1.4204,1.476,1962.0,149.94,47.16,1408.0,44.24,1229.0,2.507,1.388,3.195,904.7,1.4581,16.32,442.6
2017-05-05 00:03:00,0.7371,32.4,1.293,367.25,1841.0,0.7258,78.91,2379.75,1.1007,118.15625,156.55,76.375,0.008922,135.35,443.25,130.175,1849.7,968.9,19485.0,19500.0,5614.25,1383.5,972.25,15.4,1.0165,317.6,134.78125,108.2421875,125.265625,161.75,151.9375,11.95,436.5,20818.0,160.97,131.51,167.06,44.23,47.15,3570.0,112.165,15.2,416.5,1.4204,1.476,1962.0,149.94,47.14,1408.0,44.21,1228.9,2.5045,1.3874,3.196,904.5,1.4581,16.315,442.6
2017-05-05 00:04:00,0.7372,32.4,1.2931,367.25,1841.0,0.7258,78.91,2380.0,1.1007,118.1640625,156.55,76.375,0.008921,135.35,443.25,130.175,1849.7,968.9,19480.0,19500.0,5614.5,1383.4,972.25,15.4,1.0165,317.6,134.796875,108.2421875,125.265625,161.75,151.90625,11.95,436.5,20819.0,160.97,131.51,167.06,44.26,47.17,3570.0,112.165,15.2,417.0,1.4204,1.476,1962.0,149.94,47.14,1408.0,44.25,1229.2,2.506,1.3879,3.196,904.5,1.4581,16.315,442.6
2017-05-05 00:05:00,0.7372,32.4,1.2931,367.25,1841.0,0.7258,78.91,2380.0,1.10065,118.1640625,156.55,76.375,0.0089225,135.35,443.25,130.175,1849.7,968.9,19475.0,19495.0,5614.25,1383.4,972.25,15.4,1.0165,317.6,134.796875,108.2421875,125.265625,161.75,151.90625,11.95,436.5,20818.0,160.97,131.51,167.06,44.26,47.18,3570.0,112.165,15.2,417.0,1.4204,1.476,1962.0,149.94,47.17,1408.0,44.25,1229.3,2.507,1.3885,3.196,904.7,1.4581,16.32,442.6
2017-05-05 00:06:00,0.737,32.41,1.2931,367.25,1841.0,0.72585,78.91,2379.75,1.1007,118.1640625,156.55,76.375,0.0089235,135.35,443.25,130.175,1849.7,968.9,19475.0,19495.0,5613.5,1383.2,972.25,15.4,1.0165,317.6,134.796875,108.2421875,125.265625,161.75,151.9375,11.95,436.5,20817.0,160.97,131.51,167.06,44.26,47.19,3570.0,112.165,15.2,417.0,1.4204,1.476,1962.0,149.94,47.18,1408.0,44.26,1230.1,2.5075,1.3888,3.196,905.2,1.4581,16.325,442.6
2017-05-05 00:07:00,0.7371,32.41,1.2931,367.25,1841.0,0.72585,78.91,2379.5,1.1007,118.1640625,156.55,76.375,0.0089235,135.35,443.25,130.175,1849.7,968.9,19470.0,19490.0,5613.5,1383.2,972.5,15.4,1.0165,317.6,134.796875,108.2421875,125.265625,161.75,151.9375,11.95,436.5,20818.0,160.97,131.51,167.06,44.26,47.18,3570.0,112.165,15.2,417.0,1.4204,1.476,1962.0,149.94,47.18,1408.0,44.25,1230.3,2.5075,1.3888,3.195,905.7,1.4581,16.335,442.6
2017-05-05 00:08:00,0.7371,32.41,1.2931,367.25,1841.0,0.7259,78.91,2379.5,1.1008,118.1640625,156.55,76.375,0.008924,135.35,443.25,130.175,1849.7,968.9,19465.0,19495.0,5613.0,1382.9,972.25,15.4,1.0165,317.6,134.796875,108.2421875,125.28125,161.75,151.9375,11.95,436.5,20815.0,160.97,131.51,167.06,44.26,47.17,3570.0,112.165,15.2,416.75,1.4204,1.476,1962.0,149.94,47.16,1408.0,44.25,1230.1,2.5075,1.3874,3.195,905.7,1.4581,16.335,442.6
2017-05-05 00:09:00,0.7372,32.41,1.293,367.25,1841.0,0.72585,78.91,2379.5,1.1008,118.1640625,156.55,76.375,0.008924,135.35,443.25,130.175,1849.7,968.9,19470.0,19495.0,5613.0,1382.9,972.25,15.4,1.0165,317.6,134.796875,108.2421875,125.28125,161.75,151.9375,11.95,436.75,20815.0,160.97,131.51,167.06,44.23,47.17,3570.0,112.165,15.2,416.5,1.4204,1.476,1962.0,149.94,47.16,1408.0,44.25,1230.0,2.5085,1.3864,3.195,905.7,1.4591,16.33,442.6
2017-05-05 00:10:00,0.7371,32.41,1.293,367.25,1841.0,0.72585,78.91,2379.5,1.10075,118.171875,156.55,76.375,0.0089265,135.35,443.25,130.175,1849.7,968.9,19460.0,19485.0,5613.25,1383.0,972.25,15.4,1.0165,317.6,134.8125,108.2421875,125.296875,161.8125,151.96875,11.95,436.75,20815.0,160.97,131.51,167.06,44.25,47.17,3570.0,112.165,15.2,416.75,1.4204,1.476,1962.0,149.94,47.16,1408.0,44.26,1230.2,2.5085,1.3866,3.195,905.4,1.4591,16.335,442.6
