,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2020-07-02 00:01:00,0.692,28.51,1.2494,9300.0,349.75,2179.0,0.7352,62.55,3106.25,1.128,125.625,133.3,49.4,0.0093135,104.3,441.0,97.525,1789.1,1006.2,22115.0,22160.0,10289.75,1424.8,892.5,12.2,1.0594,295.5,157.1875,110.3828125,138.984375,217.6875,178.25,30.0,497.25,25609.0,175.21,134.51,216.18,39.84,42.08,3235.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.82,1777.4,2.7535,1.2031,1.705,836.4,1.219,18.2,357.0
2020-07-02 00:02:00,0.6919,28.51,1.2495,9305.0,349.75,2179.0,0.7352,62.55,3106.0,1.12805,125.625,133.3,49.4,0.009314,104.3,441.0,97.525,1789.1,1006.3,22115.0,22160.0,10289.75,1424.9,892.5,12.2,1.0594,295.5,157.1875,110.3828125,138.984375,217.6875,178.25,30.0,497.25,25612.0,175.21,134.51,216.18,39.84,42.08,3235.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.83,1777.5,2.7535,1.2032,1.706,837.4,1.219,18.2,357.0
2020-07-02 00:03:00,0.6917,28.51,1.2494,9305.0,349.75,2179.0,0.7352,62.55,3106.0,1.12805,125.625,133.3,49.4,0.0093145,104.3,441.0,97.525,1789.1,1006.2,22105.0,22160.0,10288.75,1424.7,892.5,12.2,1.0594,295.5,157.1875,110.3828125,138.984375,217.71875,178.25,30.0,497.25,25612.0,175.2,134.51,216.18,39.84,42.06,3234.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.82,1777.0,2.753,1.2032,1.706,837.4,1.219,18.195,357.0
2020-07-02 00:04:00,0.6917,28.51,1.2495,9305.0,349.75,2179.0,0.7352,62.55,3105.75,1.12805,125.625,133.3,49.4,0.009314,104.3,441.0,97.525,1789.1,1006.1,22105.0,22155.0,10288.25,1424.6,892.5,12.2,1.0594,295.5,157.203125,110.3828125,138.984375,217.71875,178.28125,30.0,497.25,25610.0,175.2,134.51,216.18,39.84,42.06,3233.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.81,1777.1,2.7535,1.2032,1.705,837.4,1.219,18.2,357.0
2020-07-02 00:05:00,0.6918,28.51,1.2494,9305.0,349.75,2179.0,0.7352,62.55,3105.75,1.128,125.625,133.3,49.4,0.0093145,104.3,441.0,97.525,1789.1,1006.3,22100.0,22155.0,10287.75,1424.5,892.5,12.2,1.0594,295.5,157.203125,110.3828125,138.984375,217.71875,178.28125,30.0,497.25,25606.0,175.2,134.51,216.18,39.84,42.07,3233.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.82,1777.0,2.7535,1.203,1.705,837.4,1.219,18.205,357.0
2020-07-02 00:06:00,0.6917,28.51,1.2494,9305.0,349.75,2179.0,0.7352,62.53,3106.75,1.128,125.625,133.3,49.4,0.0093135,104.3,441.0,97.525,1789.1,1006.2,22115.0,22145.0,10291.0,1425.2,892.5,12.2,1.0594,295.5,157.1875,110.3828125,139.0,217.71875,178.28125,30.0,497.25,25617.0,175.21,134.51,216.18,39.84,42.08,3234.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.84,1776.9,2.7535,1.203,1.705,837.4,1.219,18.205,357.0
2020-07-02 00:07:00,0.6918,28.51,1.2495,9305.0,349.75,2179.0,0.7352,62.53,3107.0,1.12805,125.625,133.3,49.4,0.0093145,104.3,441.0,97.525,1789.1,1006.9,22110.0,22165.0,10292.75,1425.5,892.5,12.2,1.0594,295.5,157.1875,110.3828125,139.0,217.71875,178.28125,29.95,497.25,25618.0,175.2,134.51,216.18,39.84,42.08,3235.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.84,1777.2,2.754,1.2036,1.706,837.4,1.219,18.205,357.0
2020-07-02 00:08:00,0.6918,28.51,1.2493,9305.0,349.75,2179.0,0.7352,62.53,3106.75,1.12805,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1006.9,22115.0,22160.0,10292.25,1425.5,892.5,12.2,1.0594,295.5,157.1875,110.3828125,139.0,217.71875,178.28125,30.0,497.25,25617.0,175.2,134.51,216.18,39.84,42.08,3235.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.83,1777.1,2.754,1.2036,1.706,837.4,1.219,18.205,357.0
2020-07-02 00:09:00,0.6919,28.51,1.2492,9305.0,349.75,2179.0,0.7352,62.53,3107.0,1.128,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1007.2,22120.0,22155.0,10293.25,1425.7,892.5,12.2,1.0594,295.5,157.1875,110.3828125,138.984375,217.71875,178.28125,29.95,497.25,25619.0,175.2,134.51,216.18,39.84,42.09,3235.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.84,1777.3,2.754,1.2036,1.706,837.4,1.219,18.205,357.0
2020-07-02 00:10:00,0.6918,28.51,1.2491,9305.0,349.75,2179.0,0.73515,62.53,3107.0,1.128,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1007.3,22125.0,22170.0,10293.25,1425.6,892.5,12.2,1.0594,295.5,157.1875,110.3828125,138.984375,217.71875,178.28125,29.9,497.25,25619.0,175.19,134.51,216.18,39.84,42.09,3235.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.84,1777.1,2.754,1.2036,1.705,837.4,1.219,18.205,357.0
2020-07-02 00:11:00,0.692,28.51,1.2494,9305.0,349.75,2179.0,0.7352,62.53,3107.5,1.12805,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1007.6,22130.0,22180.0,10294.5,1426.3,892.5,12.2,1.0594,295.5,157.1875,110.3828125,139.0,217.71875,178.28125,29.9,497.25,25624.0,175.2,134.51,216.18,39.84,42.09,3237.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.83,1777.2,2.7545,1.2036,1.705,837.4,1.219,18.205,357.0
2020-07-02 00:12:00,0.692,28.51,1.2498,9305.0,349.75,2179.0,0.73515,62.53,3107.5,1.12815,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1007.8,22130.0,22180.0,10295.75,1426.2,892.5,12.2,1.0594,295.5,157.1875,110.3828125,139.0,217.75,178.28125,29.9,497.25,25625.0,175.2,134.51,216.18,39.84,42.09,3237.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.84,1777.0,2.755,1.2036,1.705,837.3,1.219,18.205,357.0
2020-07-02 00:13:00,0.6921,28.51,1.2499,9305.0,349.75,2179.0,0.7352,62.53,3107.75,1.12815,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1008.0,22130.0,22185.0,10295.0,1426.2,892.5,12.2,1.0594,295.6,157.1875,110.3828125,139.0,217.78125,178.28125,29.9,497.25,25625.0,175.2,134.51,216.18,39.84,42.09,3238.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.84,1777.0,2.7555,1.2036,1.705,837.3,1.219,18.205,357.0
2020-07-02 00:14:00,0.6922,28.52,1.2497,9305.0,349.75,2179.0,0.7352,62.53,3108.25,1.12815,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1008.4,22145.0,22190.0,10296.5,1426.7,892.5,12.2,1.0595,295.6,157.1875,110.3828125,138.984375,217.78125,178.28125,29.85,497.25,25631.0,175.19,134.51,216.18,39.84,42.08,3238.0,112.05,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.84,1777.1,2.7555,1.2036,1.706,837.1,1.219,18.205,357.0
2020-07-02 00:15:00,0.6922,28.52,1.2497,9305.0,350.0,2179.0,0.7352,62.53,3108.25,1.1282,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1008.5,22145.0,22180.0,10295.25,1426.8,892.5,12.2,1.0595,295.6,157.1875,110.3828125,138.984375,217.78125,178.28125,29.85,497.25,25631.0,175.19,134.51,216.18,39.84,42.09,3239.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.83,1777.1,2.756,1.2036,1.706,837.1,1.219,18.2,357.0
2020-07-02 00:16:00,0.6922,28.52,1.2497,9305.0,350.0,2179.0,0.7352,62.53,3107.5,1.1281,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1007.9,22145.0,22175.0,10294.0,1426.2,892.5,12.2,1.0595,295.6,157.203125,110.3828125,138.984375,217.8125,178.28125,29.85,497.25,25622.0,175.21,134.51,216.18,39.84,42.09,3238.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.82,1777.0,2.7545,1.2036,1.706,837.1,1.219,18.2,357.0
2020-07-02 00:17:00,0.6922,28.5,1.2497,9305.0,349.75,2179.0,0.7352,62.53,3108.0,1.12815,125.625,133.3,49.4,0.0093145,104.3,441.0,97.525,1789.1,1008.3,22140.0,22170.0,10295.0,1426.5,892.5,12.2,1.0594,295.6,157.203125,110.3828125,138.984375,217.8125,178.28125,29.9,497.25,25630.0,175.2,134.51,216.18,39.84,42.07,3238.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.82,1776.9,2.755,1.2036,1.706,837.1,1.219,18.2,357.0
2020-07-02 00:18:00,0.6922,28.5,1.2497,9305.0,349.75,2179.0,0.7352,62.53,3108.0,1.12815,125.625,133.3,49.4,0.009314,104.3,441.0,97.525,1789.1,1008.4,22130.0,22180.0,10294.75,1426.4,892.5,12.2,1.0595,295.6,157.203125,110.38671875,138.984375,217.78125,178.28125,29.85,497.25,25627.0,175.2,134.51,216.18,39.84,42.08,3238.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.81,1777.0,2.7545,1.2036,1.706,837.1,1.219,18.2,357.0
2020-07-02 00:19:00,0.6922,28.5,1.2497,9305.0,349.75,2179.0,0.7352,62.53,3107.5,1.12805,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1008.4,22135.0,22180.0,10293.0,1426.5,892.75,12.2,1.0595,295.6,157.203125,110.38671875,138.984375,217.78125,178.28125,29.9,497.25,25623.0,175.21,134.51,216.18,39.84,42.08,3239.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.81,1777.0,2.7545,1.2036,1.705,837.0,1.219,18.2,357.0
2020-07-02 00:20:00,0.6923,28.5,1.2498,9305.0,349.75,2179.0,0.7352,62.53,3107.75,1.12815,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1008.6,22140.0,22180.0,10294.25,1426.4,892.75,12.2,1.0595,295.6,157.203125,110.38671875,139.0,217.78125,178.28125,29.9,497.0,25627.0,175.21,134.51,216.18,39.84,42.08,3238.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.83,1777.0,2.7545,1.2036,1.706,837.0,1.219,18.2,357.0
2020-07-02 00:21:00,0.6922,28.49,1.2497,9305.0,350.0,2179.0,0.7352,62.53,3107.5,1.12805,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1008.3,22130.0,22180.0,10293.0,1426.3,892.75,12.2,1.0594,295.6,157.203125,110.38671875,139.0,217.78125,178.28125,29.9,497.25,25624.0,175.21,134.51,216.18,39.84,42.08,3238.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.82,1776.9,2.7545,1.2036,1.706,836.6,1.219,18.2,357.0
2020-07-02 00:22:00,0.6922,28.49,1.2497,9305.0,350.0,2179.0,0.7352,62.53,3107.5,1.1281,125.625,133.3,49.4,0.0093155,104.3,441.0,97.525,1789.1,1008.1,22140.0,22180.0,10293.5,1426.5,892.75,12.2,1.0594,295.6,157.203125,110.38671875,139.0,217.78125,178.3125,29.9,497.25,25621.0,175.21,134.51,216.18,39.84,42.08,3237.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.83,1776.8,2.754,1.2036,1.706,836.6,1.219,18.195,357.0
2020-07-02 00:23:00,0.6921,28.49,1.2497,9310.0,349.75,2179.0,0.7352,62.53,3106.5,1.12805,125.625,133.3,49.4,0.009315,104.3,441.0,97.525,1789.1,1008.1,22120.0,22180.0,10291.0,1426.0,892.75,12.2,1.0594,295.6,157.203125,110.38671875,139.0,217.8125,178.3125,29.9,497.25,25614.0,175.21,134.51,216.18,39.84,42.08,3236.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.82,1776.8,2.754,1.2036,1.706,836.5,1.219,18.195,357.0
2020-07-02 00:24:00,0.6922,28.49,1.2497,9310.0,349.75,2179.0,0.73515,62.53,3106.75,1.12805,125.625,133.3,49.4,0.009316,104.3,441.0,97.525,1789.1,1007.6,22115.0,22165.0,10291.25,1426.0,892.75,12.2,1.0594,295.6,157.203125,110.38671875,139.0,217.84375,178.3125,29.95,497.25,25616.0,175.21,134.51,216.18,39.84,42.08,3236.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.8,1776.8,2.754,1.2036,1.704,836.9,1.219,18.195,357.0
2020-07-02 00:25:00,0.6921,28.49,1.2497,9310.0,350.0,2179.0,0.73515,62.53,3106.5,1.1281,125.625,133.3,49.4,0.009316,104.3,441.0,97.525,1789.1,1007.6,22110.0,22165.0,10292.0,1426.0,892.75,12.2,1.0594,295.6,157.203125,110.38671875,139.0,217.84375,178.3125,29.95,497.25,25612.0,175.21,134.51,216.18,39.84,42.06,3236.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.8,1776.6,2.755,1.2036,1.704,836.9,1.219,18.195,357.0
2020-07-02 00:26:00,0.6921,28.49,1.2496,9310.0,350.0,2179.0,0.73515,62.53,3106.5,1.1281,125.625,133.3,49.4,0.0093155,104.3,441.0,97.525,1789.1,1007.8,22105.0,22165.0,10290.25,1426.0,892.75,12.2,1.0594,295.7,157.203125,110.3828125,139.0,217.84375,178.3125,29.95,497.5,25614.0,175.21,134.51,216.18,39.84,42.06,3236.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.8,1776.8,2.756,1.2036,1.704,836.9,1.219,18.19,357.0
2020-07-02 00:27:00,0.6921,28.49,1.2496,9310.0,349.75,2179.0,0.73515,62.53,3106.5,1.12815,125.625,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1007.8,22100.0,22150.0,10292.0,1425.6,892.5,12.2,1.0594,295.7,157.203125,110.3828125,139.0,217.84375,178.28125,29.95,497.5,25615.0,175.21,134.51,216.18,39.84,42.06,3235.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.8,1776.7,2.7555,1.2036,1.704,837.0,1.219,18.19,357.0
2020-07-02 00:28:00,0.6921,28.49,1.2496,9305.0,349.75,2179.0,0.7351,62.59,3106.25,1.1281,125.625,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1007.7,22095.0,22145.0,10291.0,1425.6,892.5,12.2,1.0594,295.7,157.203125,110.3828125,139.0,217.84375,178.28125,29.95,497.5,25613.0,175.2,134.51,216.18,39.84,42.06,3235.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.8,1776.7,2.7555,1.2024,1.704,837.0,1.219,18.19,357.0
2020-07-02 00:29:00,0.6921,28.49,1.2497,9305.0,349.75,2179.0,0.73515,62.59,3106.5,1.12805,125.625,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1007.7,22100.0,22150.0,10291.5,1425.7,892.5,12.2,1.0594,295.7,157.203125,110.38671875,139.0,217.84375,178.3125,29.95,497.25,25613.0,175.2,134.51,216.18,39.84,42.07,3235.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.07,1600.0,39.81,1776.8,2.7555,1.2024,1.704,837.0,1.219,18.19,357.0
2020-07-02 00:30:00,0.6921,28.51,1.2497,9305.0,349.75,2179.0,0.73515,62.59,3107.0,1.1281,125.6171875,133.3,49.4,0.0093155,104.3,441.0,97.525,1789.1,1008.1,22110.0,22155.0,10292.0,1426.2,892.5,12.2,1.0594,295.7,157.203125,110.38671875,139.0,217.84375,178.3125,29.95,497.25,25618.0,175.2,134.51,216.18,39.84,42.07,3235.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.06,1600.0,39.8,1776.8,2.7555,1.2024,1.704,836.6,1.219,18.19,357.0
2020-07-02 00:31:00,0.6923,28.47,1.2499,9305.0,350.0,2179.0,0.73525,62.59,3107.75,1.12825,125.6171875,133.3,49.4,0.0093165,104.3,440.75,97.525,1789.1,1008.2,22110.0,22155.0,10293.75,1426.4,892.25,12.2,1.0596,295.6,157.1875,110.38671875,139.0,217.78125,178.28125,29.85,497.0,25625.0,175.2,134.51,216.18,39.83,42.06,3235.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.06,1600.0,39.81,1776.7,2.756,1.2024,1.703,837.4,1.219,18.2,357.0
2020-07-02 00:32:00,0.6923,28.47,1.2499,9300.0,350.0,2179.0,0.73525,62.59,3107.75,1.12825,125.6171875,133.3,49.4,0.0093165,104.3,440.75,97.525,1789.1,1008.0,22115.0,22155.0,10293.75,1426.6,892.25,12.2,1.0596,295.6,157.1875,110.38671875,138.984375,217.78125,178.28125,29.9,497.0,25626.0,175.2,134.51,216.18,39.82,42.07,3235.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.06,1600.0,39.81,1776.7,2.756,1.2024,1.702,837.4,1.219,18.2,357.0
2020-07-02 00:33:00,0.6924,28.47,1.2498,9300.0,350.0,2179.0,0.73525,62.59,3107.5,1.12815,125.6171875,133.3,49.4,0.009317,104.3,441.0,97.525,1789.1,1008.0,22110.0,22160.0,10292.25,1426.4,892.0,12.2,1.0596,295.6,157.1875,110.3828125,138.984375,217.78125,178.28125,29.9,497.0,25624.0,175.21,134.51,216.18,39.82,42.08,3235.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.1,1600.0,39.84,1776.8,2.756,1.2024,1.7009999999999998,837.9,1.219,18.2,357.0
2020-07-02 00:34:00,0.6924,28.46,1.2499,9300.0,350.0,2179.0,0.73525,62.59,3107.25,1.1282,125.6171875,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1008.2,22110.0,22160.0,10292.5,1426.2,892.0,12.2,1.0596,295.6,157.1875,110.3828125,138.984375,217.78125,178.28125,29.9,497.0,25624.0,175.21,134.51,216.18,39.85,42.11,3234.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.11,1600.0,39.85,1776.8,2.7565,1.2033,1.699,837.9,1.2199,18.2,357.0
2020-07-02 00:35:00,0.6924,28.46,1.2499,9300.0,350.25,2179.0,0.73525,62.59,3108.0,1.12825,125.6171875,133.3,49.4,0.0093175,104.3,441.0,97.525,1789.1,1008.2,22120.0,22160.0,10293.75,1426.6,891.75,12.2,1.0596,295.6,157.1875,110.3828125,138.984375,217.8125,178.28125,29.9,497.0,25626.0,175.21,134.51,216.18,39.85,42.11,3235.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.1,1600.0,39.86,1776.8,2.7565,1.2033,1.699,837.9,1.2199,18.195,357.0
2020-07-02 00:36:00,0.6925,28.46,1.2498,9300.0,350.25,2179.0,0.73525,62.53,3109.0,1.1283,125.6171875,133.3,49.4,0.009317,104.3,441.0,97.525,1789.1,1008.5,22130.0,22160.0,10295.75,1427.4,891.75,12.2,1.0596,295.6,157.1875,110.3828125,139.0,217.78125,178.28125,29.9,497.0,25639.0,175.2,134.51,216.18,39.86,42.15,3236.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.88,1776.7,2.758,1.2033,1.699,837.9,1.2199,18.195,357.0
2020-07-02 00:37:00,0.6925,28.49,1.2498,9300.0,350.25,2179.0,0.7353,62.53,3109.25,1.12825,125.6171875,133.3,49.4,0.009317,104.3,441.0,97.525,1789.1,1009.0,22135.0,22180.0,10295.5,1427.2,891.75,12.2,1.0596,295.6,157.1875,110.3828125,139.0,217.78125,178.28125,29.9,497.0,25637.0,175.22,134.51,216.18,39.86,42.13,3236.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.87,1776.8,2.7575,1.2033,1.699,837.9,1.2199,18.2,357.0
2020-07-02 00:38:00,0.6925,28.48,1.2498,9300.0,350.25,2179.0,0.7353,62.52,3109.25,1.12825,125.6171875,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1008.8,22135.0,22180.0,10294.75,1427.2,891.75,12.2,1.0596,295.6,157.1875,110.3828125,139.0,217.78125,178.28125,29.9,497.0,25637.0,175.22,134.51,216.18,39.86,42.13,3236.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.87,1776.9,2.758,1.2033,1.699,838.0,1.2199,18.2,357.0
2020-07-02 00:39:00,0.6925,28.48,1.2499,9300.0,350.25,2179.0,0.7353,62.53,3109.0,1.12825,125.6171875,133.3,49.4,0.009316,104.3,441.0,97.525,1789.1,1008.9,22140.0,22180.0,10294.5,1427.5,891.75,12.2,1.0597,295.6,157.203125,110.3828125,139.0,217.78125,178.28125,29.9,497.0,25637.0,175.22,134.51,216.18,39.86,42.11,3236.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.86,1776.9,2.7575,1.2033,1.699,837.8,1.2199,18.2,357.0
2020-07-02 00:40:00,0.6925,28.48,1.2498,9305.0,350.0,2179.0,0.7353,62.53,3109.0,1.1282,125.6171875,133.3,49.4,0.009316,104.3,441.0,97.525,1789.1,1008.7,22130.0,22180.0,10294.25,1427.5,891.75,12.2,1.0598,295.6,157.203125,110.3828125,139.0,217.8125,178.28125,29.9,497.0,25638.0,175.22,134.51,216.18,39.86,42.12,3237.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.86,1776.9,2.757,1.2033,1.7,837.8,1.2199,18.2,357.0
2020-07-02 00:41:00,0.6925,28.46,1.2498,9305.0,350.0,2179.0,0.7353,62.53,3109.25,1.12825,125.6171875,133.3,49.4,0.009316,104.3,441.0,97.525,1789.1,1009.0,22130.0,22185.0,10295.25,1427.5,891.75,12.2,1.0598,295.6,157.203125,110.3828125,139.0,217.8125,178.28125,29.85,497.0,25641.0,175.22,134.51,216.18,39.86,42.12,3237.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.86,1777.0,2.7575,1.2033,1.7,837.8,1.2199,18.2,357.0
2020-07-02 00:42:00,0.6926,28.46,1.2498,9305.0,350.0,2179.0,0.7354,62.53,3109.0,1.1283,125.6171875,133.3,49.4,0.009317,104.3,441.0,97.525,1789.1,1009.0,22140.0,22185.0,10294.75,1427.5,892.0,12.2,1.0598,295.6,157.203125,110.3828125,139.0,217.8125,178.28125,29.85,497.25,25641.0,175.22,134.51,216.18,39.86,42.12,3237.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.87,1777.0,2.7575,1.2033,1.7,837.8,1.2199,18.2,357.0
2020-07-02 00:43:00,0.6926,28.46,1.2499,9305.0,350.25,2179.0,0.7354,62.53,3109.25,1.1284,125.6171875,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1008.8,22145.0,22190.0,10295.0,1427.5,892.0,12.2,1.0598,295.6,157.203125,110.3828125,139.0,217.8125,178.28125,29.85,497.25,25640.0,175.22,134.51,216.18,39.86,42.13,3238.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.86,1777.0,2.7575,1.2033,1.7,837.8,1.2199,18.2,357.0
2020-07-02 00:44:00,0.6925,28.49,1.2499,9305.0,350.25,2179.0,0.7353,62.53,3108.75,1.12835,125.6171875,133.3,49.4,0.009316,104.3,441.0,97.525,1789.1,1008.8,22145.0,22195.0,10293.0,1426.8,892.0,12.2,1.0598,295.6,157.203125,110.3828125,139.0,217.8125,178.28125,29.85,497.25,25636.0,175.21,134.51,216.18,39.86,42.12,3237.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.85,1776.9,2.7575,1.2033,1.699,837.8,1.2199,18.2,357.0
2020-07-02 00:45:00,0.6926,28.49,1.2499,9300.0,350.25,2179.0,0.7353,62.53,3108.75,1.12835,125.6171875,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1008.8,22150.0,22190.0,10294.25,1427.7,892.0,12.2,1.0598,295.7,157.203125,110.3828125,139.0,217.8125,178.28125,29.85,497.25,25636.0,175.21,134.51,216.18,39.86,42.12,3237.0,112.055,28.6,360.25,1.2087,1.219,166.68,42.15,1600.0,39.86,1776.9,2.757,1.2033,1.699,837.8,1.2199,18.2,357.0
2020-07-02 00:46:00,0.6926,28.5,1.2499,9300.0,350.25,2179.0,0.7353,62.53,3109.0,1.1284,125.6171875,133.3,49.4,0.009316,104.3,441.0,97.525,1789.1,1009.1,22155.0,22205.0,10294.75,1427.8,892.0,12.2,1.0598,295.7,157.203125,110.3828125,139.0,217.84375,178.3125,29.85,497.25,25641.0,175.21,134.51,216.18,39.86,42.11,3238.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.15,1600.0,39.84,1776.9,2.7575,1.2032,1.699,838.0,1.2199,18.2,357.0
2020-07-02 00:47:00,0.6926,28.5,1.2498,9300.0,350.25,2179.0,0.73525,62.53,3108.75,1.12835,125.625,133.3,49.4,0.0093155,104.3,441.0,97.525,1789.1,1009.0,22155.0,22205.0,10295.5,1427.8,892.25,12.2,1.0597,295.7,157.21875,110.3828125,139.0,217.90625,178.34375,29.85,497.25,25639.0,175.24,134.52,216.18,39.86,42.11,3238.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.15,1600.0,39.84,1776.9,2.7575,1.2032,1.6980000000000002,838.0,1.2199,18.2,357.0
2020-07-02 00:48:00,0.6925,28.5,1.2498,9300.0,350.25,2179.0,0.73525,62.51,3108.0,1.1283,125.625,133.3,49.4,0.009316,104.3,441.0,97.525,1789.1,1008.8,22150.0,22205.0,10293.5,1427.1,892.25,12.2,1.0597,295.7,157.21875,110.3828125,139.015625,217.90625,178.34375,29.85,497.25,25629.0,175.25,134.52,216.18,39.86,42.11,3238.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.15,1600.0,39.83,1776.8,2.757,1.2032,1.699,837.3,1.2199,18.195,357.0
2020-07-02 00:49:00,0.6925,28.5,1.2498,9300.0,350.25,2179.0,0.7352,62.49,3108.0,1.1283,125.625,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1008.8,22155.0,22205.0,10294.75,1427.2,892.25,12.2,1.0597,295.7,157.21875,110.3828125,139.015625,217.90625,178.34375,29.85,497.25,25630.0,175.24,134.52,216.18,39.86,42.09,3239.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.15,1600.0,39.83,1776.8,2.757,1.2032,1.7,837.3,1.2199,18.2,357.0
2020-07-02 00:50:00,0.6926,28.5,1.2499,9300.0,350.0,2179.0,0.7352,62.49,3108.5,1.1284,125.625,133.3,49.4,0.0093165,104.3,441.0,97.525,1789.1,1008.8,22160.0,22215.0,10294.75,1427.6,892.25,12.2,1.0597,295.7,157.21875,110.3828125,139.0,217.90625,178.34375,29.85,497.25,25630.0,175.24,134.52,216.18,39.86,42.1,3239.0,112.055,28.6,360.0,1.2087,1.219,166.68,42.12,1600.0,39.84,1776.9,2.757,1.2032,1.7,837.3,1.2199,18.2,357.0
