time,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMGN,AMT,AMZN,ANTM,ATVI,AVGO,AXP,BA,BAC,BDX,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CSCO,CSX,CTSH,CVS,CVX,D,DAL,DE,DHR,DIS,DUK,EA,ECL,EEM,EFA,EMR,EOG,EWZ,EXC,F,FB,FDX,FOXA,FXI,GD,GDX,GE,GILD,GM,GOOG,GOOGL,GOVT,GS,HAL,HD,HON,HPQ,HUM,IBM,ICE,ILMN,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMB,KO,KR,LLY,LMT,LOW,LULU,LYB,MA,MAR,MCD,MDLZ,MDT,MET,MMC,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOC,NSC,NVDA,ORCL,OXY,PEP,PFE,PG,PGR,PM,PNC,PRU,PSX,PYPL,QCOM,QQQ,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SPY,STZ,SYK,T,TGT,TJX,TLT,TMO,TSLA,TWTR,TXN,UNH,UNP,UPS,USB,V,VLO,VRTX,VXX,VZ,WBA,WFC,WM,WMT,X,XLE,XLF,XLI,XLK,XLP,XOM,ZTS
2020-09-04 04:01:00+00:00,120.0,,,,,,,,,,,,3366.0,,79.21,,,168.74,25.99,,,,,,,217.96,,51.88,146.0,,,,,,,,,,,264.0,,,,,,,31.0,,,132.11,,,,,,,,,,,290.0,,,,,,6.27,,29.0,,,,,,,,19.25,,123.99,,,50.25,,,,,,,,,,,,,,,,,,,,,,,43.47,,,,217.4,,,,,,,512.98,,12.55,,36.51,,,,,68.15,,202.0,,287.1,86.27,,,,,67.19,,346.99,,,29.59,,,165.65,,395.0,41.33,,,,156.7,,,,,30.99,,,24.68,,,7.59,35.2,25.3,77.16,,,39.16,
2020-09-04 04:02:00+00:00,120.35,,104.0,,,,,,,,,,3366.0,,79.21,,,168.74,25.99,,,,,,,217.96,,51.88,146.0,,,,,,,,,,,264.0,,,,,,,31.17,,,132.11,,,,,,,,,,6.82,290.0,,,,,,6.3,,29.0,,,,,,,,19.25,,123.99,,,50.39,,,,,,,,50.61,,,,,,,,,,,,,,,43.47,,,,217.41,,,,,,,512.98,,12.55,,36.51,,,,,68.15,,202.0,,287.12,86.27,,,19.2,,67.19,,347.0,,,29.59,,,165.65,,395.99,41.33,141.43,,,156.7,,,,,30.95,,,24.68,,,7.59,35.2,25.3,77.16,,,39.16,
2020-09-04 04:03:00+00:00,120.34,,104.0,,,,,,,,,,3366.0,,79.21,,,169.4,25.99,,,,,,,217.96,,51.79,146.0,,,,,,,,,,,264.0,,,,,,,31.17,,,132.11,,,,,,,,,,6.82,290.0,,,43.73,,,6.3,,29.0,,,,,,,,19.25,,123.99,,,50.39,,,,,102.48,,,50.65,,,,,,,,,,,,,,,43.47,,,,217.71,,,522.0,,,,512.98,,12.59,,36.51,,,,,68.15,,202.0,,287.21,86.27,,,19.2,,67.19,,346.99,,,29.59,,,165.56,,395.26,41.33,141.43,,,156.7,,,,,30.99,,,24.68,,,7.6,35.2,25.3,77.16,,,39.16,
2020-09-04 04:04:00+00:00,120.1,,104.0,,,,,,,,,,3366.0,,79.21,,,169.64,25.71,,,,,,,217.96,,51.79,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.24,,,132.11,,,,,,,,,,6.82,289.64,,,43.73,,,6.3,,29.0,,,,,,,,19.25,,123.99,,,50.46,,,,,102.48,,,50.65,,,,,,,,,,,,,,,43.47,,,,217.45,,,522.0,,,,510.0,,12.59,,36.4,,,,,68.15,,202.0,,286.96,86.27,,,19.2,,67.19,,347.04,,,29.59,,,165.56,,392.2,41.33,141.43,,,156.7,,,,,30.97,,,24.68,,,7.6,35.2,25.34,77.16,,,39.16,
2020-09-04 04:05:00+00:00,119.34,,104.0,,,,,,,,,,3366.0,,79.1,,,169.59,25.8,,,,,,,217.96,,52.01,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.3,,,134.42,,,,,,,,,,6.82,289.45,,,43.73,,,6.3,,29.59,,,,,,,,19.25,,123.99,,,50.46,,,,,102.48,,,50.68,,,,,,,,,,,,,,,43.47,,,,217.15,,,522.0,,,,505.22,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.59,86.27,,,19.2,,67.19,,346.74,,,29.59,,,165.56,,390.01,41.33,141.43,,,156.7,,,,,31.07,,,24.68,,,7.6,35.2,25.34,77.16,,,39.16,
2020-09-04 04:06:00+00:00,119.01,,104.0,,,,,,,,,,3366.0,,79.1,,,169.59,25.8,,,,,,,217.96,,52.01,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.3,,,134.42,,,,,,,,,,6.82,290.22,,,43.73,,,6.3,,29.59,,,,,,,,19.25,,123.99,,,50.41,,,,,102.55,,,50.64,,,,,,,,,,,,,,,43.47,,,,217.01,,,522.0,,,,505.22,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.51,86.27,,,19.2,,67.19,,346.69,,,29.59,,,165.56,,392.0,41.33,141.43,,,156.7,,,,,31.05,,,24.68,110.23,,7.6,35.29,25.33,77.16,,,39.16,
2020-09-04 04:07:00+00:00,118.82,,104.0,,,,,,,,,,3366.0,,78.55,,,169.59,25.8,,,,,,,218.2,,52.01,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.3,,,134.42,,,,,,,,,,6.82,289.78,,,43.73,,,6.3,,29.59,,,,,,,,19.25,,123.99,,,50.49,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.47,,,,216.9,,,522.0,,,,505.22,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.5,86.27,,,19.2,,67.19,,346.69,,,29.59,,,165.56,,392.26,41.33,141.43,,,156.7,,,,,31.1,,,24.7,110.23,,7.6,35.29,25.33,77.16,,,39.16,
2020-09-04 04:08:00+00:00,118.85,,104.0,,,,,,,,,,3366.0,,78.5,,,169.59,25.8,,,,,,,218.2,,52.01,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.28,,,134.42,,,,,,,,,,6.82,289.78,,,43.73,,,6.3,,29.59,,,,,,,,19.25,,123.99,,,50.6,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.47,,,,216.71,,,522.0,,,,505.2,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.5,86.27,,,19.2,,67.19,,346.69,,,29.59,,,165.56,,392.02,41.33,141.43,,,156.7,,,,,31.07,,,24.7,110.23,,7.6,35.29,25.33,77.16,,,39.16,
2020-09-04 04:09:00+00:00,119.1,,104.0,,,,,,,,,,3366.0,,78.5,,,169.59,25.8,,,,,,,218.2,,52.01,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.28,,,134.42,,,,,,,,,,6.82,289.78,,,43.73,,41.33,6.3,,29.59,,,,,,,,19.25,,123.99,,,50.6,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.47,,,,216.7,46.3,,522.0,,,,505.2,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.77,86.27,,,19.2,,67.19,,346.69,,,29.59,,,165.56,,392.15,41.33,141.43,,,156.7,,,,,31.07,,,24.7,110.23,,7.6,35.29,25.35,77.16,,,39.16,
2020-09-04 04:10:00+00:00,119.55,,104.65,,,,,,,,,,3365.0,,78.5,345.17,,169.59,25.8,,,,,,,218.2,,52.01,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.28,,,133.2,,,,,,,,,,6.82,289.7,,,43.73,,41.33,6.39,,29.59,1640.0,,,,,,,19.25,,123.99,,,50.5,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.47,,,,216.62,46.3,,522.0,,,,506.5,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.88,86.27,,,19.2,,67.19,,347.06,,,29.59,,,165.56,,393.94,41.33,141.43,,,156.7,,,,,30.98,,,24.7,110.23,,7.6,35.29,25.35,77.16,,,39.16,
2020-09-04 04:11:00+00:00,119.75,,104.65,,,,,,,,,,3365.0,,79.5,345.17,,169.59,25.8,,,,,,,218.5,,52.01,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.28,,,133.2,,,,,,,,,,6.82,289.7,,,43.73,,41.33,6.39,,29.59,1640.0,,,,,,,19.25,,124.4,,,50.5,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.47,,,,216.76,46.3,,522.0,112.5,,,506.8,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.54,86.27,,,19.2,,67.19,,346.89,,,29.59,,,165.56,,396.0,41.33,141.43,,,156.7,,208.96,,,30.98,,,24.7,110.23,,7.6,35.29,25.35,77.16,,,39.62,
2020-09-04 04:12:00+00:00,119.37,,104.65,,,,,,,,,,3365.0,,79.5,345.17,,169.59,25.8,,,,,,,218.5,,52.01,146.0,,,,,,,,,,,264.0,41.23,,,,82.8,,31.3,,,133.2,,,,,,,,,,6.82,289.07,,,43.73,,41.33,6.39,,29.59,1640.0,,,,,,,19.25,,124.4,,,50.58,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.47,,,,216.76,46.2,,522.0,112.5,,,506.7,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.42,86.27,,,19.2,,67.19,,346.87,,,29.59,,,165.56,,395.05,41.33,141.43,,,156.7,,208.96,,,30.98,,,24.7,110.23,,7.6,35.29,25.35,77.16,,,39.62,
2020-09-04 04:13:00+00:00,119.43,,104.65,,,,,,,,,,3365.0,,79.5,345.17,,169.59,25.8,,,,,,,218.5,,52.01,146.0,,,,,,,,,,,264.1,41.12,,,,82.8,,31.3,,202.36,133.2,,,,,,,,,,6.82,289.07,,,43.73,,41.33,6.39,,29.59,1640.0,,,,,,,19.25,,124.4,,,50.4,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.5,,,,216.7,46.19,,522.0,112.5,,,506.2,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.34,86.27,,,19.2,,67.19,,346.76,,,29.59,,,165.56,,394.85,41.33,141.43,,,156.7,,208.96,,,31.07,,,24.7,110.23,,7.6,35.36,25.35,77.16,,,39.54,
2020-09-04 04:14:00+00:00,119.5,,104.65,,,,,,,,,,3365.0,,79.5,345.17,,169.59,25.8,,,,,,,218.5,,52.01,146.0,,,,,,,,,,,264.1,41.12,,,,82.8,,31.3,,202.36,133.2,,,,,,,,,,6.82,289.07,,,43.73,,41.33,6.39,,29.51,1640.0,,,,,,,19.25,,124.4,,,50.4,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.5,,,,216.7,46.19,,522.0,112.5,,,506.2,,12.59,,36.4,,,,,68.15,,202.0,116.56,286.65,86.27,,,19.2,,67.19,,346.87,,,29.59,,,165.56,,394.5,41.33,141.43,,,156.7,,208.96,52.33,,30.99,,,24.7,110.23,,7.6,35.36,25.35,77.16,,,39.54,
2020-09-04 04:15:00+00:00,119.66,,104.65,,,,,,,,,,3365.0,,79.5,345.17,,169.59,25.83,,,,,,,218.5,,52.01,146.0,,,,,,,,,,,264.1,41.12,,,,82.8,,31.3,,202.36,133.2,,,,,,,,,,6.82,289.07,,,43.73,,41.4,6.39,,29.51,1640.0,,,,,,,19.25,,124.4,,,50.4,,,,,102.33,,,50.64,,,,,,,,,,,,,,,43.5,,,,217.0,46.19,,522.0,112.5,,,506.2,,12.59,,36.4,138.41,,,,68.15,,202.0,116.56,286.79,86.27,,,19.2,,67.19,,347.19,,,29.59,,,165.56,,396.0,41.33,141.43,,,156.7,,208.96,52.33,,30.99,,,24.7,110.23,,7.6,35.36,25.35,77.16,,,39.54,
2020-09-04 04:16:00+00:00,119.65,,104.65,,,,,,,,,,3365.0,,79.5,345.17,,169.59,25.89,,,,,,,218.5,,52.01,146.0,,,,,,,,,,348.3,264.1,41.12,,,,82.8,,31.3,,202.59,133.2,,,,,,,,,,6.82,289.5,,,43.73,,41.4,6.39,,29.51,1640.0,,,,,,,19.25,,124.4,,,50.4,,,,,102.4,,,50.64,,,,,,,342.8,,,,,,,,43.5,,,,217.06,46.19,,522.0,112.65,,,506.2,,12.59,,36.4,138.41,,,,68.15,,202.0,116.56,286.9,86.27,,,19.2,,67.19,,347.43,,,29.59,,,165.56,,396.0,41.35,141.43,,,156.7,,208.96,52.33,,30.92,,,24.75,110.23,,7.6,35.36,25.35,77.16,,,39.54,
